iter	RMSE
194	0.05437403379
195	0.05429396303
196	0.05417767677
197	0.05410482834
198	0.05400651022
199	0.05382209604
200	0.05366264723
201	0.05355053048
202	0.05345819317
203	0.05333422445
204	0.05326708171
205	0.0531986554
206	0.05311806252
207	0.05300630127
208	0.052884836
209	0.05270324127
210	0.05258288229
211	0.05242244773
212	0.05232187892
213	0.05221498708
214	0.05211435199
215	0.05205129037
216	0.05195032961
217	0.05187832397
218	0.05174058689
219	0.05167840853
220	0.05152990912
221	0.05137587896
222	0.05127779537
223	0.05120056325
224	0.05112777854
225	0.05108799442
226	0.05095981689
227	0.0509272301
228	0.05078499338
229	0.05069522599
230	0.05061794022
231	0.05054107239
232	0.0503805262
233	0.05028297751
234	0.05013767948
235	0.05004265928
236	0.04997357293
237	0.04994567121
238	0.04987552859
239	0.0497773603
240	0.04973629446
241	0.04960113084
242	0.04952380693
243	0.04943374097
244	0.0493131672
245	0.04916702833
246	0.04908694201
247	0.04903571717
248	0.04892664437
249	0.04881439231
250	0.04877260208
251	0.04867558411
252	0.04854526801
253	0.04844857293
254	0.04840456423
255	0.04835138494
256	0.04829908566
257	0.04820813396
258	0.04812736807
259	0.04807753269
260	0.04795081652
261	0.04790185066
262	0.04779503389
263	0.04774937754
264	0.04764525705
265	0.04752420885
266	0.04741351787
267	0.04732184884
268	0.04723181707
269	0.04721256824
270	0.04712589687
271	0.04707141497
272	0.04701477538
273	0.04698237055
274	0.04692254887
275	0.04683243912
276	0.04672945096
277	0.04665107331
278	0.0466109841
279	0.04653676759
280	0.04649683368
281	0.04645177655
282	0.04642144958
283	0.04636896035
284	0.04630418896
285	0.04618548302
286	0.04611075452
287	0.04602588842
288	0.04591212931
289	0.04586698779
290	0.04580454587
291	0.04576357022
292	0.04572728847
293	0.04564859289
294	0.04559605238
295	0.04553488977
296	0.04546553169
297	0.04540526082
298	0.04532473136
299	0.04520151013
300	0.04511856953
301	0.04506233439
302	0.04499350508
303	0.04490394176
304	0.04483527819
305	0.04475767455
306	0.04472756051
307	0.04461786726
308	0.0445537549
309	0.04448550993
310	0.04443194004
311	0.04437421442
312	0.04432751356
313	0.04430003021
314	0.04427873072
315	0.04423617624
316	0.04418551516
317	0.04412456825
318	0.04406250342
319	0.044320	0.04441594966
321	0.0443821133
322	0.04430032607
323	0.0442659475
324	0.04424932495
325	0.04418085427
326	0.04406036062
327	0.04402051659
328	0.04396288845
329	0.04387485828
330	0.04382752119
331	0.04373314159
332	0.04368035468
333	0.04363519083
334	0.04357793133
335	0.04348894697
336	0.04340124025
337	0.04333530072
338	0.04331526677
339	0.04325572326
340	0.04319911818
341	0.04314042118
342	0.0430936702
343	0.04304955546
344	0.0430076462
345	0.04289407161
346	0.04283312691
347	0.042771615
348	0.04275321709
349	0.04265816787
350	0.04263961071
351	0.0426249245
352	0.0425670619
353	0.04254864035
354	0.04246868732
355	0.04237154697
356	0.04232878916
357	0.04229272204
358	0.04225667008
359	0.04218106107
360	0.04212498532
361	0.04209796927
362	0.042061013
363	0.04201675806
364	0.04196650871
365	0.04187777641
366	0.04186239413
367	0.04178827634
368	0.04173144103
369	0.04163734522
370	0.04161718953
371	0.04157901411
372	0.04156339231
373	0.04151164586
374	0.04149717428
375	0.04142960648
376	0.04137673112
377	0.04136236599
378	0.04130420839
379	0.04129151138
380	0.04126181183
381	0.04123321326
382	0.04118359463
383	0.04110043742
384	0.04109008701
385	0.04104753014
386	0.04101073127
387	0.04095542811
388	0.04090534193
389	0.04082909462
390	0.04080515109
391	0.04075571915
392	0.0407284824
393	0.04069390169
394	0.04063063011
395	0.04055795438
396	0.04049604855
397	0.04047098611
398	0.04042035225
399	0.04036741885
400	0.04030339902
401	0.04028107383
402	0.04024547974
403	0.04019361112
404	0.04014473267
405	0.04012023289
406	0.04007651717
407	0.04003952655
408	0.03996416876
409	0.03992347145
410	0.03984807205
411	0.0398047452
412	0.03977952354
413	0.03971913422
414	0.03965597146
415	0.03962727821
416	0.03956968766
417	0.03954018593
418	0.0395027879
419	0.03945976734
420	0.03942613681
421	0.03941289508
422	0.03938186289
423	0.03936839521
424	0.03932912881
425	0.03931694654
426	0.03929069723
427	0.03924256954
428	0.0391943068
429	0.03912131181
430	0.03905910717
431	0.03901620321
432	0.03899212195
433	0.03896022605
434	0.03891341288
435	0.03890404564
436	0.03886180051
437	0.03883066258
438	0.03881863781
439	0.03878940658
440	0.03872361263
441	0.03869659988
442	0.03861534617
443	0.03854184218
444	0.03848797176
445	0.03842525231
446	0.03839742216
447	0.03838744482
448	0.03833653655
449	0.03828993517
450	0.03826799738
451	0.03823613062
452	0.03821367245
453	0.03820519063
454	0.03817096877
455	0.03814515522
456	0.03810809541
457	0.03806833677
458	0.03805956344
459	0.03802623278
460	0.03798540434
461	0.03795707406
462	0.03790657413
463	0.03785563284
464	0.03782849697
465	0.03780683033
466	0.03777709718
467	0.03772762087
468	0.03770487435
469	0.03769362202
470	0.03767567751
471	0.03766164589
472	0.03759914207
473	0.03753176947
474	0.03750753998
475	0.03750063932
476	0.03742558609
477	0.03740110009
478	0.03732945305
479	0.03728615717
480	0.03726895927
481	0.03724376742
482	0.03721872166
483	0.03716061646
484	0.03713372602
485	0.03709879315
486	0.03702258501
487	0.03701421641
488	0.0369672133
489	0.03693303323
490	0.03691511878
491	0.03684920764
492	0.03680196413
493	0.03677366053
494	0.03675360843
495	0.03673759323
496	0.03671502077
497	0.0367003807
498	0.03666733196
499	0.03662423418
500	0.03657320274
501	0.0365143374
502	0.0364751476
503	0.03644919858
504	0.03641545799
505	0.03640745758
506	0.03637276293
507	0.03633546048
508	0.03631546149
509	0.03627463728
510	0.03623565655
511	0.0362287645
512	0.03620722056
513	0.03617847967
514	0.03612015561
515	0.03610404284
516	0.03609034024
517	0.03605895543
518	0.03602852251
519	0.03597048077
520	0.03594666996
521	0.03593247303
522	0.03591437151
523	0.0359070614
524	0.03586482745
525	0.03580889502
526	0.035784346
527	0.03573045432
528	0.03570704791
529	0.03568482985
530	0.03567535954
531	0.03566329758
532	0.03560545644
533	0.03556966649
534	0.03551515559
535	0.03547535	0.0536	0.03545536	0.03516134746
537	0538	0.03542393968
539	0.0353925541
540	0.03534301774
541	0.03532716031
542	0.03531182718
543	0.03528052448
544	0.03526021553
545	0.0352173179
546	0.03519998353
547	0.03516061131
548	0.03513333355
549	0.03512533502
550	0.03509271107
551	0.03505677627
552	0.03502192218
553	0.0350034015
554	0.03498478731
555	0.03494474135
556	0.03491152426
557	0.03487521273
558	0.03483416553
559	0.03481637681
560	0.03480684347
561	0.03479165407
562	0.03473449608
563	0.03471868249
564	0.03468585228
565	0.03464831647
566	0.03463972248
567	0.0346254815
568	0.03457672728
569	0.03454979704
570	0.0345444724
571	0.03452795787
572	0.03449710752
573	0.0344774786
574	0.03444526339
575	0.03441825809
576	0.03437327159
577	0.03432264508
578	0.03428790991
579	0.03423500923
580	0.03421006131
581	0.03417773975
582	0.03416389889
583	0.03414158683
584	0.03412032314
585	0.03409873513
586	0.03406837954
587	0.0340582529
588	0.0340425154
589	0.0340080373
590	0.03399871916
591	0.03396736897
592	0.03394241978
593	0.03391419457
594	0.03386021468
595	0.03383303162
596	0.03381365629
597	0.03377655513
598	0.03372984148
599	0.0336791975
600	0.03363284836
601	0.03361161174
602	0.03357611675
603	0.03355836044
604	0.03353517459
605	0.03351403779
606	0.03349371066
607	0.03347840697
608	0.03341699662
609	0.03337141593
610	0.03336567007
611	0.03330741703
612	0.03329056249
613	0.03326638854
614	0.03325046115
615	0.03322711655
616	0.03319102538
617	0.03316707744
618	0.03311820594
619	0.03308665553
620	0.03308136642
621	0.03307520898
622	0.0330400636
623	0.03301166235
624	0.03298951513
625	0.03297635595
626	0.03295555613
627	0.03294032726
628	0.03293314606
629	0.0328865602
630	0.03284544179
631	0.0328208467
632	0.03279956869
633	0.03277180334
634	0.03271614186
635	0.03268686026
636	0.03266078475
637	0.03261867004
638	0.03259367429
639	0.03257821673
640	0.03255312425
641	0.03252581023
642	0.03249806509
643	0.03245759485
644	0.03242847496
645	0.03240961217
646	0.0323925077
647	0.03237445382
648	0.03233567197
649	0.03230937783
650	0.03229288264
651	0.03224924197
652	0.03222036529
653	0.03218789353
654	0.03218304904
655	0.03215999705
656	0.03212859361
657	0.03210395491
658	0.03206117264
659	0.03205458092
660	0.03203204001
661	0.0320045694
662	0.03197694975
663	0.03196317833
664	0.03194473687
665	0.03192689279
666	0.03190031491
667	0.03188733567
668	0.03188065575
669	0.03186811269
670	0.03186013867
671	0.0318424733
672	0.03181740194
673	0.03180897295
674	0.03177114588
675	0.0317544392
676	0.03172702149
677	0.03170793175
678	0.03166675564
679	0.03162832434
680	0.0316237893680	0.03135458997
681	0.03135012585
682	0.03132083719
683	0.03129867038
684	0.03128288093
685	0.03126605045
686	0.03124588103
687	0.03122445251
688	0.03121418946
689	0.0311915302
690	0.03116534959
691	0.03111557926
692	0.03109159035
693	0.03107543851
694	0.03106312725
695	0.03101714004
696	0.03097601769
697	0.0309563885
698699	0.03120806654
700	0.03118468158
701	0.03113344912
702	0.0311251111
703	0.03110084984
704	0.03107864096
705	0.0310738738
706	0.03106128706	0.0308098533
707	0.03077574027
708	0709	0.03099563791
710	0.03098498876
711	0.0309383711	0.03067464665
712	0.0306577133
713	0.03062338767
714	0.03061940232
715	0.03059578382
716	0.03057815382
717	0.03055992266
718	0.0305270582
719	0.0305134711
720	0.03048710944
721	0.03047676964
722	0.03046611755
723	0.03044298369
724	0.03043085708
725	0.03039687308
726	0.03036762516
727	0.03034036082
728	0.03032151145
729	0.03028768268
730	0.03027645984
731	0.03026888167
732	0.03025852284
733	0.03025240191
734	0.03023779925
735	0.03021953907
736	0.03020790639
737	0.0301837326
738	0.03015588583
739	0.03013873585
740	0.03011461769
741	0.03009079956
742	0.03007581789
743	0.03006050314
744	0.03004078709
745	0.03002593898
746	0.02999208366
747	0.02997478282
748	0.02996154518
749	0.02993917652
750	0.02991641349
751	0.02991040224
752	0.02988562776
753	0.029871859
754	0.02984983205
755	0.029835863
756	0.02979331074
757	0.02978369567
758	0.02977457004
759	0.02974936671
760	0.02973418346
761	0.0297063014
762	0.02969057401
763	0.02967489388
764	0.02966845941
765	0.02965415469
766	0.02963456936
767	0.02960405978
768	0.02958413993
769	0.02955601336
770	0.02952739224
771	0.02950846058
772	0.02948765066
773	0.02946793876
774	0.0294512036
775	0.02943427349
776	0.02940704963
777	0.02939195734
778	0.02938380743
779	0.02937523862
780	0.02935798064
781	0.02933337341
782	0.02931940455
783	0.02931400807
784	0.02930820919
785	0.02928591281
786	0.02927221755
787	0.02925924263
788	0.02924295852
789	0.02923803858
790	0.02921233646
791	0.02919419107
792	0.02916366496
793	0.02915108438
794	0.02913278466
795	0.0291224249
796	0.02908999107
797	0.02905442831
798	0.02904800461
799	0.02902079683
800	0.02900603039
801	0.02899806855
802	0.02898476146
803	0.02897309042
804	0.0289623255
805	0.02893273235
806	0.02891158546
807	0.02889779842
808	0.0288825257
809	0.02886945912
810	0.02884879325
811	0.02883614239
812	0.02881783625
813	0.02880516801
814	0.02880011628
815	0.02879314785
816	0.02877943659
817	0.02877303215
818	0.02876932288
819	0.02875542897
820	0.02874361354
821	0.02872846923
822	0.0287236648
823	0.02868977311
824	0.02866432398
825	0.02866018682
826	0.02864094796
827	0.02862790251
828	0.02862071647
829	0.02859827655
830	0.02858271276
831	0.02857045003
832	0.02854869917
833	0.02854027831
834	0.02852869087
835	0.02852142524
836	0.02849252414
837	0.02847743424
838	0.02847225832
839	0.02846416036
840	0.02844291513
841	0.02841926063
842	0.02839076297
843	0.02836285705
844	0.02834585469
845	0.02833165508
846	0.02831127421
847	0.02829261492
848	0.02824536003
849	0.02823766259
850	0.02822031267
851	0.02820501423
852	0.02818619783
853	0.02817013639
854	0.02816131171
855	0.02814746372
856	0.02812809668
857	0.02811032647
858	0.02809570111
859	0.02808850557
860	0.02806006696
861	0.02805110925
862	0.02803818322
863	0.02801044928
864	0.02799775325
865	0.02798174851
866	0.0279558332
867	0.02794824781
868	0.0279344221
869	0.0279093302
870	0.02789097536
871	0.02786839691
872	0.02785530267
873	0.02784744198
874	0.02782678124
875	0.0278212941
876	0.02779949962
877	0.02779563392
878	0.02779099231
879	0.027766469
880	0.02775156991
881	0.02770769965
882	0.02769674245
883	0.027683045
884	0.02767053721
885	0.02764291426
886	0.02760323293
887	0.02758801858
888	0.02756332104
889	0.02754228944
890	0.02751995529
891	0.02750793066
892	0.02748829656
893	0.02746357791
894	0.02746006345
895	0.02744783208
896	0.02743427142
897	0.02741678275
898	0.0274121423
899	0.02740358112
900	0.02738787344
901	0.02738433738
902	0.02737334935
903	0.02736450636
904	0.02735531462
905	0.02733228164
906	0.02731571105
907	0.02730679907
908	0.02728890923
909	0.02727011702
910	0.02726618508
911	0.0272574415
912	0.02724184205
913	0.02722811872
914	0.02721429186
915	0.02720762869
916	0.0272004602
917	0.0271952352
918	0.02718515263
919	0.02717588086
920	0.02716052664
921	0.02715061111
922	0.02714217914
923	0.02713066621
924	0.02711275903
925	0.02710514595
926	0.02708298398
927	0.02706619873
928	0.0270596458
929	0.02704563762
930	0.02703175847
931	0.02702345211
932	0.0270188231
933	0.0270071025
934	0.02699559117
935	0.02697580169
936	0.02695488682
937	0.02692784099
938	0.02690205041
939	0.02688612219
940	0.02687429102
941	0.02685205321
942	0.02684210145
943	0.02683381155
944	0.0268304955
945	0.02681256197
946	0.02680109442
947	0.02677631689
948	0.02676110278
949	0.02675359858
950	0.02674349599
951	0.02672744785
952	0.02670578813
953	0.0266852162
954	0.02666737389
955	0.02665278063
956	0.02664328638
957	0.02662921224
958	0.02661846745
959	0.02661119885
960	0.02660775278
961	0.0266017494
962	0.02658272401
963	0.02657961327
964	0.02656946749
965	0.02656452721
966	0.02655568307
967	0.02654625055
968	0.02653394366
969	0.02652666184
970	0.0265224225
971	0.02651214166
972	0.02649475128
973	0.02648326194
974	0.02647928969
975	0.02646146333
976	0.02645418369
977	0.0264334764
978	0.02642470641
979	0.02640370661
980	0.02638792397
981	0.02638018802
982	0.02636714483
983	0.02634933031
984	0.02633967053
985	0.02633130902
986	0.02631705979
987	0.0263143781
988	0.02630644951
989	0.02629955948
990	0.02628646495
991	0.02626861045
992	0.02625944836
993	0.02625455226
994	0.0262483061
995	0.02623570833
996	0.02621909111
997	0.02619824756
998	0.02618360205
999	0.02615979488
8
476
